ageri,"1  izond. manifiesto, -a, notorio, -a, descubierto, -a"
ageri izan,"aparecer, ponerse de manifiesto, verse // mostrar, estar a la vista, declarar, manifestar"
ageri-agerian,"(eduki, egon, jarri aditzekin) al descubierto, a la vista"
agerian,"1 (sarritan, eduki, egon, jarri aditzekin) al descubierto, a la vista, en evidencia, al aire // 2 en público, públicamente"
agerian jarri,1 poner al descubierto // 2 poner de manifiesto
agerian utzi du,evidencia
agerigabe,"izond. oculto, -a, escondido, -a"
ageriko,"1  izlag. que está a la vista, visible; manifiesto, -a; público, -a // 2  izlag. (Fin.) a la vista"
agerikotasun,iz. visibilidad
ageririk,"(Ipar.) a la vista, manifiestamente; claramente, con claridad, llanamente"
agerizko,"izlag. visible; manifiesto, -a; público, -a"
agerkari,"publicación, periódico"
agerkera,aparición [real o sobrenatural]
agerketa,"1  iz. explicación, muestra, exposición // 2  iz. (Erl.) aparición"
agerkizun,"1  iz. señal, indicio; significado // 2  iz. apariencia, manifestación"
agerkunde,[jainkotiarra] revelación (divina); [benetakoa edo naturaz gaindikoa] aparición; manifestación
agerleku,iz. lugar de aparición; lugar
agermen,"1  iz. (zah.) manifestación, muestra // 2  iz. (zah.) aparición"
agerpen,"1  iz. manifestación, muestra // 2  iz. [benetakoa edo naturaz gaindikoa] aparición // 3  iz. (Erl.) [jainkotiarra] revelación (divina)"
agerraldi,"aparición, manifestación // edición, publicación"
"agerrarazi, agerraraz, agerrarazten","1  du ad. manifestar, poner de manifiesto, poner a la vista; hacer constar // 3  du ad. hacer comparecer"
agerrera,aparición
agertezin,impresentable
agertoki,"1 iz. [antzokian...] escenario, escena // 2 iz. (hed.) escenario, lugar de"
agertu,"visita, visita breve"
"agertu, ager, agertzen","1  da ad. aparecer, mostrarse // 2  da ad. presentarse, comparecer // 3  du ad. publicar // 4  du ad. mostrar, sacar a la luz, hacer público, manifestar // 5  du ad. (Erl.) revelar, manifestar"
agertutako alderdi,"(Zuz.) parte compareciente, parte comparecida"
agertze,"1  iz. manifestación, aparición // 2  iz. (Zuz.) [epailearen aurrean] comparecencia"
agertzeko leku,(Zuz.) comparendo
agidanez,"adb. según parece, según dicen, al parecer; por lo que parece"
"agindu, agin, agintzen","1  du ad. mandar, ordenar // 2  du ad. [lan edo zeregina norbaiti] encomendar, encargar, confiar // 3  du ad. prometer, dar la palabra // 4  du ad. permitir, dejar // 5  du ad. ofrecer, dar"
aginpide,"iz. autoridad, poder, mando, competencia"
agintaldi,iz. (tiempo de) mandato
agintari,"autoridad; jefe, -a, mandatario, -a // superior, -a; principal"
aginte,"1  iz. mando, poder, autoridad // 2  iz. mandamiento, orden // 3  iz. disposición, fuerza // 4  iz. (Teknol.) mando"
aginte-mahai,salpicadero
agintedun,"adj. dirigente, mandatario, -a, gobernante"
agintekeria,abuso de autoridad // autoritarismo
agintza,"1  iz. mandato, poder // 3  iz. precepto, mandamiento // 4  iz. autoridad, poder, mandato"
agintzari,"promesa, compromiso"
agintze,"1  iz. promesa // 2  iz. mando, poder, autoridad"
agiraka egin,"(batez ere B) reñir, reprender"
agirakagarri,"izond. que merece reprimenda, que induce a reprender"
agirakaldi,"iz. riña, reprensión, reyerta"
agiridun,"adj. titulado, -a, titular; diplomado, -a"
agiritegi,archivo
agirizain,"iz. archivero, -a"
agorkor,izond. propenso a secarse/agotarse
agorra egin,"agotar, secar [el cauce de un río, charco]"
agorraldi,estiaje; sequía
agorrezin,"inagotable, inextinguible"
agortasun,"1  iz. sequía, aridez // 2  iz. (hed.) aridez, sequedad // 3  iz. esterilidad"
agortu,"izond. seco, -a; [animaliez] sin leche"
"agortu, agor(tu), agortzen","1  da/du ad. [iturria, putzua] secar(se), agotar(se) // 2  da/du ad. (hed.) secar(se), agotar(se), terminar(se)"
agradagarri,"izond. (Ipar.) sabroso, -a, agradable, que causa gusto; placentero, -a, deleitoso, -a; ameno, -a"
agramatikaltasun,iz. (Hizkl.) agramaticalidad
agregakin,"1 iz. (Eraik.) agregado, árido // 2 iz. (Geol.) agregado"
agudo,"1  izond. (Ipar.) hábil, diligente, presto, -a; inteligente // 2  izond. (Heg.) rápido, -a // 3  adb. (Heg.) rápidamente, velozmente"
agudotasun,"iz. disposición, diligencia, rapidez, destreza"
agur,"1  interj. hola; adiós; salve // 2  interj. adiós, se acabó, se terminó // 3  interj. (Erl.) [Ama Birjinari agur egiteko erabiltzen den esapidea] salve // 4  iz. saludo; adiós, despedida // 5  iz. veneración, respeto, reverencia // 6  iz. estrofa de saludo y de despedida que hace el bertsolari al cantar en público // 7  iz. [Gipuzkoako dantza] reverencia, saludo // 8  iz. (Erl.) salutación"
agur egin,"saludar; despedirse, decir adiós"
agur t'erdi,"¡saludos!, ¡salve!"
aguretasun,iz. vejez [del hombre]
agurgarri,"1  izond. venerable, respetable // 2  izond. [gutun formaletan] estimado, -a, apreciado, -a // 3  iz./izond. (Erl.) reverendo, -a"
agurgarritasun,"iz. venerabilidad, respetabilidad"
"agurtu, agur(tu), agurtzen","1  du ad. saludar, despedir(se) // 2  du ad. adorar, venerar, rendir homenaje"
ahaide,"1  iz. pariente, familiar, allegado, -a // 2  iz. (hed.) emparentado, -a, afín"
ahaide handi/hur/hurbil/hurko/hurren,pariente próximo
ahaidego,"1  iz. [ahaidetasuna] parentesco; relación familiar, relación de parentesco // 2  iz. [senitartea] parentela, conjunto de parientes"
ahaidetasun,"1  iz. parentesco; relación familiar, relación de parentesco // 2  iz. (hed.) parentesco, relación, afinidad"
"ahaidetu, ahaide(tu), ahaidetzen","1  da/du ad. emparentar(se), contraer parentesco // 2  da ad. (Ipar.) (hed.) [alderdi politikoak] coligarse, unirse"
ahaikari,"provocador, -a"
ahakar egin,"reñir, reprender"
ahal adina/beste/bezainbat,tanto como sea posible
ahal bada,si es posible
ahal baino ...-ago,"más de lo que se puede, más de lo posible"
ahal bezain,tan... como sea posible
ahal bezala,"como sea posible, como se pueda"
ahala eman,"dar poder(es), autorizar"
ahalak eta leherrak egin,"esforzarse mucho, hacer grandes esfuerzos; desriñonar(se)"
ahalbide,"iz. medio, posibilidad, recurso"
"ahalbideratu, ahalbidera, ahalbideratzen","du ad. h. ahalbidetu facultar, capacitar; posibilitar, hacer posible"
"ahalbidetu, ahalbide(tu), ahalbidetzen","du ad. facultar, capacitar; posibilitar, hacer posible"
ahaldun,"1 adj./iz. poderoso, -a, potente // 2 iz. (Zuz.) apoderado, -a // 3 iz. [Diputaziokoa, Batzar Nagusietakoa] diputado, -a // 4 iz. [Legebiltzarrekoa] Ik. diputatu"
ahaldun nagusi,"diputado general [en las Diputaciones de Álava, Vizcaya y Guipúzcoa]"
ahaldungai,iz. candidato a diputado; candidata a diputada
ahalduntze,iz. (Antr.) (Soziol.) empoderamiento
ahalegin,"iz. (batez ere pl.) esfuerzo; afán, empeño; tentativa, intento; lo posible"
ahalegina,"en lo posible, en la medida que se pueda; todo lo posible"
ahalegina(k) egin,"hacer lo posible; esforzarse, hacer un esfuerzo"
"ahalegindu, ahalegin(du), ahalegintzen","da ad. empeñarse, esforzarse, hacer lo posible"
ahalegine(t)an; ahaleginez,"con todas las fuerzas, en lo posible, esforzándose"
ahalguztidun,"adj. todopoderoso, -a, omnipotente, que tiene plenos poderes; plenipotenciario, -a"
ahalguztiduntasun,iz. omnipotencia; plenipotencia
ahalik -en(a),lo ... posible
ahalik azkarren,lo más rápido posible
ahalik handiena,el mayor posible
ahalik ondoen,lo mejor posible
ahalke,vergüenza
ahalke izan,"(batez ere Ipar.) avergonzarse, sentir vergüenza"
ahalkegabe,"iz./izond. (Ipar.) sinvergüenza; desvergonzado, -a; insolente; descarado, -a"
ahalkegabekeria,"desvergüenza, descaro, descortesía, indecencia"
ahalkegabetasun,"iz. (Ipar.) desvergüenza, descaro, insolencia"
ahalkegarri,"izond. (Ipar.) vergonzoso, -a, vergonzante, que causa vergüenza"
ahalkeria,"vergüenza, confusión"
ahalketasun,"iz. (Ipar.) vergüenza, temor"
ahalketsu,"1 izond. (Ipar.) tímido, -a; vergonzoso, -a // 2 izond. (Ipar.) púdico, -a, pudoroso, -a"
ahalkor,"iz./izond. (Ipar.) tímido, -a, vergonzoso, -a"
ahalmen,"1  iz. facultad, poder; capacidad // 2  iz. [propietate neurgarria] capacidad, poder; potencia"
ahalmen ,"1  iz. facultad, poder; capacidad // 2  iz. [propietate neurgarria] capacidad, poder; potencia"
ahalmentsu,"izond. poderoso, -a, que tiene poder o facultad"
ahalorde,iz. (Zuz.) poder [que se otorga a alguien]
ahalorde notarial; notario-ahalorde,(Zuz.) poder notarial
ahalorde-emaile,(Zuz.) poderdante
ahalordedun,iz. (Zuz.) poderhabiente
ahalordez,por poder(es)
ahalorodun,"adj. (B/G) todopoderoso, -a"
ahaltasun,"iz. poder, facultad; potencia [espiritual]"
ahaltsu,"iz./izond. poderoso, -a, que tiene poder o facultad"
ahamen,"1  iz. (Ipar.) bocado // 2  iz. (Ipar.) (ezezko testuinguruetan) nada, ni pizca de"
ahantzezin,inolvidable
"ahantzi, ahantz, ahanzten",da/du ad. (Ipar.) olvidar(se)
ahanzgarri,1  iz. (Ipar.) que hace olvidar // 2  izond. (Ipar.) que es digno de ser olvidado
ahanzkor,"izond. (Ipar.) olvidadizo, -a"
ahanzmendu,iz. olvido
ahanzte,iz. olvido; descuido
ahanztura,iz. (Ipar.) olvido
ahapaldi,"1  iz. estrofa, copla // 2  iz. (Ipar.) (batez ere pl.) insulto, injuria"
ahapaldi egin,"1 (Ipar.) insultar, injuriar // 2 (Ipar.) burlarse de, reírse de"
ahapeka hitz egin,"hablar en voz baja, hablar al oído, susurrar"
ahapetik hitz egin,"hablar en voz baja, hablar al oído, susurrar"
ahapez hitz egin,"hablar en voz baja, hablar al oído, susurrar"
ahardi,"1 iz./izond. [txerri emea] cerda // 2 iz. (hed.) tuerca, pieza hembra // 3 izond. (hed.) [emakumea] ramera"
ahari,1  iz. carnero; morueco // 2  iz. (Astrol.) (Astron.) (maiusk.) Aries
ahari-buru,(Mil.) ariete
aharrari,"iz. (Ipar.) disputador, -a; pendenciero, -a, propenso a riñas"
aharrausi egin,bostezar
ahate txistulari,(Zool.) ánade silbón (Anas penelope)
ahateari/amuarrainari/arrainari igeri irakatsi,"pasarse de listo, ser un listillo"
ahatekume,iz. anadón
ahazgarri,1  iz. que hace olvidar // 2  iz. que merece ser olvidado
ahazkor,"izond. olvidadizo, -a, descuidado, -a"
ahazmen,"iz. olvido, descuido, error de la memoria"
ahazte,"iz. olvido, descuido"
ahaztera utzi,"olvidar, echar/dejar en el olvido"
ahaztezin,"inolvidable, memorable, indeleble"
"ahaztu, ahaztu/ahatz, ahazten","1  da ad./ du ad. (da ad. denean, osagarriak -z kasu-atzizkia hartzen du) olvidar(se) // 2  zaio ad. olvidarse"
ahidura,"1 iz. (Ipar.) debilidad, flaqueza, aflicción, inanición // 2 iz. (Ipar.) agotamiento, fin, falta de"
ahigarri,"izond. que agota, que consume"
ahikor,"izond. perecedero, -a; que tiende a desaparecer"
"ahitu, ahi(tu), ahitzen","1  da/du ad. agotar(se), acabar(se), consumir(se) // 2  da/du ad. (hed.) agotar(se), extenuar(se), desfallecer, cansarse mucho"
ahizpaorde,iz. hermanastra [respecto a la hermana]
ahizpatasun,1  iz. condición de hermana; hermandad [entre mujeres] // 2  iz. sororidad
ahizperdi,iz. (Ipar.) hermanastra [respecto a la hermana]
aho bete hortz,"asombrado, -a; petrificado, -a"
aho-zabal egon,estar con la boca abierta
ahoa pozutu,alegrar la boca
ahoan gurutze,(Ipar.) sin comer
ahoan legarrik gabe,sin pelos en la lengua
ahobero,"izond. exagerado, -a; charlatán, -ana"
ahoberokeria,"exageración, fanfarronada"
ahogozagarri,"1  izond. que agrada a la boca; sabroso, -a // 2  iz. comida que agrada a la boca; manjar // 3  iz. persona que es objeto de murmuración; hazmerreír"
ahohandi,"izond. exagerado, -a; bocazas"
ahokada,"1 iz. [airea, kea edo likidoa] bocanada // 2 iz. palabra o frase despectiva; fanfarronada // 3 iz. bocado, porción de comida"
ahokadura,"1 iz. (Mus.) [tresna ezpainetara eramateko modua] embocadura // 2 iz. (Teknol.) ajuste, abocamiento, embocadura, encaje // 3 iz. (Antz.) emboque"
ahokaleku,iz. (Teknol.) alojamiento
ahokari,(Hizkl.) oral [fonema]
aholku eman,"aconsejar, asesorar"
aholkulari,"persona que aconseja; consejero, -a; asesor, -a"
aholkulari finantzario; finantza-aholkulari,aholkulari finantzario
ahomen,"iz. fama, renombre"
ahope,"iz. secreto, susurro"
ahopean,"en voz baja, al oído, a media voz; en secreto"
ahopean esan,susurrar
ahopean hitz egin,"hablar en voz baja, hablar al oído, susurrar"
ahopeko,"1  izlag. en voz baja; confidencial, secreto, -a // 2  iz. confidencia, confesión"
ahorakin,iz. ingesta
"ahoratu, ahora(tu), ahoratzen","1  du ad. llevar(se) (algo) a la boca, embocar; ingerir // 2  zaio ad. venir a la boca, ocurrirse; sobrevenir"
ahoskaezin,impronunciable
ahoskagaitz,izond. difícil de pronunciar
ahoskatze,iz. pronunciación; vocalización
ahoskera,pronunciación
ahoskuntza,"pronunciación, articulación, fonación [acto]"
ahots,voz
ahots-joskera; ahots-mugimendu,(Mus.) conducción de voces
ahotsu,"izond. (L) charlatán, -ana, dicharachero, -a"
ahotzilari,iz. pito ➥ okil
ahoz ahoko arnasketa; ahotik ahorako arnasketa,(Med.) respiración boca a boca
ahozikin,"izond. malhablado, -a, maledicente"
ahozko literatura,literatura oral
ahozkotasun,iz. oralidad
ahoztegi,pajar
ahuakateondo,iz. (Bot.) aguacate (Persea gratissima)
ahul,débil
ahulaldi,"iz. (momento de) debilidad, (momento de) flaqueza; desfallecimiento"
ahuldade,"debilidad, flaqueza, desfallecimiento"
"ahuldu, ahul(du), ahultzen","da/du ad. debilitar(se), enflaquecer, desgastar(se), decaer, mermar(se)"
ahuldura,"iz. debilidad, flaqueza, flojera"
"ahuletsi, ahulets, ahulesten",da/du ad. (Ipar.) debilitar(se)
ahulezia,"iz. debilidad, flaqueza"
ahulgarri,"iz./izond. lo que debilita, lo que causa debilidad"
ahulkeria,"debilidad, flaqueza [frecuentemente con un sentido moral]"
ahultasun,"1  iz. debilidad, flaqueza // 2  iz. vulnerabilidad"
ahultze,1  iz. debilitamiento
ahuntz-talde,rebaño de cabras
ahuntzain,"iz. cabrero, -a, pastor de cabras"
ahuntzaren (gauerdiko) eztula,"(batez ere ezezko testuinguruetan) nadería, cosa que no tiene valor; moco de pavo; la carabina de Ambrosio"
ahunztegi,corral de cabras
ahurkada,iz. puñado
ahurtasun,iz. concavidad
ahuspez,"adb. boca abajo, bocabajo; de bruces; postrado, -a"
aidur,"maligno, -a; perverso, -a"
aidurkeria,"malignidad, perversidad"
aiduru,"a la espera, a la expectativa"
aiduru egon,"estar a la espera, estar a la expectativa"
aiduru gelditu,"quedar a la espera, quedar a la expectativa"
aieru,"1  iz. (Ipar.) seña, guiño // 2  iz. (Ipar.) (hed.) signo, indicio // 3  iz. sospecha, conjetura, recelo"
aierukor,"izond. sospechoso, -a, suspicaz, receloso, -a"
aierupen,"iz. conjetura, sospecha"
aihenondo,iz. vid
aihentsu,izond. de mucho sarmiento
aiher izan,"desear, querer; tener afición, inclinarse // zaio ad. odiar, aborrecer, desear mal"
aihergatasun,"iz. indiferencia, apatía"
aiherkunde,"1  iz. odio, rencor, aversión; deseo de venganza // 2  iz. deseo, inclinación"
aiherrak eman,"suponer, creer"
aihertsu,izond. que desea hacer mal
aihozkada,iz. machetazo
aihozlari,machetero
ailagina,tanto // tanto como
ailatsu,"izond. (B) rabudo, -a, de cola grande"
"ailegatu, ailega, ailegatzen",da ad. (batez ere G/GN) (herr.) llegar; acercar(se)
aingeru,"ángel // [pertsona ona] ángel, encanto"
aingerukeria,"inocencia en exceso, candidez excesiva"
aingerutar,"adj. angelical, angélico, -a"
"aingerutu, aingeru(tu), aingerutzen",hacer(se) ángel
ainguragile,iz. fabricante de anclas
ainguragintza,"iz. fabricación de anclas, oficio de fabricar anclas"
ainguraketa,iz. anclaje
ainguraleku,"iz. (Itsas.) fondeadero, ancladero, tenedero"
ainguratoki,"iz. (Itsas.) fondeadero, ancladero, tenedero"
"ainguratu, aingura(tu), ainguratzen","anclar, echar el ancla // [lurrari edo beste zerbaiti] anclar, sujetar"
ainguratze,iz. anclaje
aintzagarri,"izond. glorioso, -a; laudable, digno de alabanza"
aintzakotzat hartu/eduki/eman,"tomar en consideración, tomar en cuenta; dar importancia; respetar, honrar"
aintzat hartu/eduki/eman/...,"1 tomar en consideración, tomar en cuenta; dar importancia; apreciar; atender; respetar, honrar // 2 tener/tomar... por tal, considerar como tal"
aintzatespen,iz. reconocimiento
"aintzatetsi, aintzatets, aintzatesten",du ad. (Pol.) reconocer
aintzatsu,"izond. glorioso, -a"
aipabide,"1 iz. forma/modo de nombrar // 2 iz. fama, renombre"
aipaezin,"innominable, innombrable, impronunciable"
aipagai,iz. objeto de mención
aipagarri,"izond. reseñable, relevante, digno de mención"
aipaldi,"iz. (Ipar.) mención, alusión"
aipamen,"1  iz. mención, alusión; nombre // 2  iz. fama, nombre // 3  iz. reseña, recensión, referencia"
Aipamen berezia merezi du,Mención especial merece
"aipatu, aipa, aipatzen","du ad. mencionar, mentar; reseñar, enumerar, citar, hacer referencia // ensalzar, alabar"
aipu egin,"hacer mención, mencionar"
airaldi,iz. (Ipar.) vuelo
aire-bide,"ruta aérea, línea aérea, vía aérea"
aire-dosifikagailu,(Autom.) estrangulador
aire-freskagarri,ambientador [producto]
aire-frijigailu; aire bidezko frijigailu,freidora de aire
aire-girotze,acondicionamiento de aire
aire-gozagarri,ambientador [producto]
airea girotzeko gailu; aire-girogailu,acondicionador de aire; climatizador
airefaro,iz. (Aeron.) aerofaro
aireratze,1  iz. [hegazkinak eta abar] despegue // 2  iz. [gasak] emisión
